Type d'équipement ;Is Loading Bay Item ;Zone spécifique du quai de chargement ;Nom ;Numéro d'asset ;Fabricant ;Modèle ;Nom de la salle ;Nom de baie ;Slot U ;Nom du châssis ;Module Slot ;Type ;Autre type ;SHORT_NAME ;SERIAL NUMBER ;End_Move_Target ;ASSET_TAG ;ASSET_ID ;Equipement approximé ;Type de puissance ;Puissance nominale (kW);Puissance typique (kW);Puissance spécifiée par l'utilisateur (kW);Facteur de charge (%);Puissance en entrée (kW);Type de phase ;Statut de l'équipement ;Nombre de cordons ;Nombre de cordons connectés ;Nombre de cordons actifs ;Nombre de cordons requis ;Onduleurs (UPS) ;Cordon électrique 1 PDU ;Cordon électrique 1 Prise de courant ;Cordon électrique 1 Socket Circuit ;Cordon électrique 2 PDU ;Cordon électrique 2 Prise de courant ;Cordon électrique 1 Alimentation électrique ;Cordon électrique 1 Type de prise ;Cordon électrique 3 PDU ;Cordon électrique 3 Prise de courant ;Cordon électrique 2 Socket Circuit ;Cordon électrique 1 Disjoncteur ;Cordon électrique 1 Socket Phase ;Cordon électrique 4 PDU ;Cordon électrique 4 Prise de courant ;Cordon électrique 2 Type de prise ;Cordon électrique 2 Alimentation électrique ;Cordon électrique 2 Disjoncteur ;Cordon électrique 2 Socket Phase ;Etat d'installation ;Date d'installation (dd/mm/yyyy);Cordon électrique 3 Alimentation électrique ;Cordon électrique 3 Disjoncteur ;Date de décommissionnement (dd/mm/yyyy);Repérage ID ;Cordon électrique 4 Alimentation électrique ;Cordon électrique 4 Disjoncteur ;Montage ;Sens de montage ;Style de montage ;LONG_NAME ;Lames installées ;Allée ;Cage ;Zone ;Hauteur (U);Largeur (m);Profondeur (m);Poids (kg);Synchronisé avec Gateway ;ID Système externe ;ID Système Asset ;ID Système Baie ;ID Système Châssis 
Equipements IT;;;HPC1EL21C;AF208396;IBM;System x3550 M5;PC;PC20-E27;21;;;Serveurs;;HPC1EL21C;06BFWYC;0;AF208396;M-0000685550;0;Puissance nominale et facteur;0.9;;;50;0.45;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC20-E27:Slot 21;;;Avant;Pas de rotation;Monté(s) en baie;HPC1EL21C;;Cube APC;;;1;0.429;0.734;13.8;;0;798951-135841;123910-97702;
Equipements IT;;;HPC1EL22C;AF208397;IBM;System x3550 M5;PC;PC20-E27;22;;;Serveurs;;HPC1EL22C;06BFWWV;0;AF208397;M-0000685551;0;Puissance nominale et facteur;0.9;;;50;0.45;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC20-E27:Slot 22;;;Avant;Pas de rotation;Monté(s) en baie;HPC1EL22C;;Cube APC;;;1;0.429;0.734;13.8;;0;798951-135845;123910-97702;
Equipements IT;;;HPC1EL23C;AF208398;IBM;System x3550 M5;PC;PC20-E27;23;;;Serveurs;;HPC1EL23C;06BFWXX;0;AF208398;M-0000685552;0;Puissance nominale et facteur;0.9;;;50;0.45;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC20-E27:Slot 23;;;Avant;Pas de rotation;Monté(s) en baie;HPC1EL23C;;Cube APC;;;1;0.429;0.734;13.8;;0;798951-135849;123910-97702;
Equipements IT;;;HPC1EL24C;AF208399;IBM;System x3550 M5;PC;PC20-E27;24;;;Serveurs;;HPC1EL24C;06BFWXV;0;AF208399;M-0000685553;0;Puissance nominale et facteur;0.9;;;50;0.45;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC20-E27:Slot 24;;;Avant;Pas de rotation;Monté(s) en baie;HPC1EL24C;;Cube APC;;;1;0.429;0.734;13.8;;0;798951-135853;123910-97702;
Equipements IT;;;HPC1EL25C;AF208400;IBM;System x3550 M5;PC;PC20-E27;25;;;Serveurs;;HPC1EL25C;06BFWYB;0;AF208400;M-0000685554;0;Puissance nominale et facteur;0.9;;;50;0.45;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC20-E27:Slot 25;;;Avant;Pas de rotation;Monté(s) en baie;HPC1EL25C;;Cube APC;;;1;0.429;0.734;13.8;;0;798951-135857;123910-97702;
Equipements IT;;;HPC1EL26C;AF208401;IBM;System x3550 M5;PC;PC20-E27;26;;;Serveurs;;HPC1EL26C;06BFWXR;0;AF208401;M-0000685555;0;Puissance nominale et facteur;0.9;;;50;0.45;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC20-E27:Slot 26;;;Avant;Pas de rotation;Monté(s) en baie;HPC1EL26C;;Cube APC;;;1;0.429;0.734;13.8;;0;798951-135861;123910-97702;
Equipements IT;;;HPC1EL27C;AF208402;IBM;System x3550 M5;PC;PC20-E27;27;;;Serveurs;;HPC1EL27C;06BFWWT;0;AF208402;M-0000685556;0;Puissance nominale et facteur;0.9;;;50;0.45;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC20-E27:Slot 27;;;Avant;Pas de rotation;Monté(s) en baie;HPC1EL27C;;Cube APC;;;1;0.429;0.734;13.8;;0;798951-135865;123910-97702;
Equipements IT;;;HPC1EL28C;AF208403;IBM;System x3550 M5;PC;PC20-E27;28;;;Serveurs;;HPC1EL28C;06BFWXP;0;AF208403;M-0000685557;0;Puissance nominale et facteur;0.9;;;50;0.45;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC20-E27:Slot 28;;;Avant;Pas de rotation;Monté(s) en baie;HPC1EL28C;;Cube APC;;;1;0.429;0.734;13.8;;0;798951-135869;123910-97702;
Equipements IT;;;HPC1EL29C;AF208404;IBM;System x3550 M5;PC;PC20-E27;29;;;Serveurs;;HPC1EL29C;06BFWXZ;0;AF208404;M-0000685558;0;Puissance nominale et facteur;0.9;;;50;0.45;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC20-E27:Slot 29;;;Avant;Pas de rotation;Monté(s) en baie;HPC1EL29C;;Cube APC;;;1;0.429;0.734;13.8;;0;798951-135873;123910-97702;
Equipements IT;;;HPC1EL30C;AF208405;IBM;System x3550 M5;PC;PC20-E27;30;;;Serveurs;;HPC1EL30C;06BFWXW;0;AF208405;M-0000685559;0;Puissance nominale et facteur;0.9;;;50;0.45;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC20-E27:Slot 30;;;Avant;Pas de rotation;Monté(s) en baie;HPC1EL30C;;Cube APC;;;1;0.429;0.734;13.8;;0;798951-135877;123910-97702;
Equipements IT;;;HPC1EL31C;AF208406;IBM;System x3550 M5;PC;PC20-E27;31;;;Serveurs;;HPC1EL31C;06BFWXH;0;AF208406;M-0000685560;0;Puissance nominale et facteur;0.9;;;50;0.45;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC20-E27:Slot 31;;;Avant;Pas de rotation;Monté(s) en baie;HPC1EL31C;;Cube APC;;;1;0.429;0.734;13.8;;0;798951-135881;123910-97702;
Equipements IT;;;HPC1EL32C;AF208407;IBM;System x3550 M5;PC;PC20-E27;32;;;Serveurs;;HPC1EL32C;06BFWYA;0;AF208407;M-0000685561;0;Puissance nominale et facteur;0.9;;;50;0.45;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC20-E27:Slot 32;;;Avant;Pas de rotation;Monté(s) en baie;HPC1EL32C;;Cube APC;;;1;0.429;0.734;13.8;;0;798951-135885;123910-97702;
Equipements IT;;;SWC3PCAEBS3;AF208408;Cisco;Nexus 5672UP;PC;PC20-E27;35;;;Switchs (Commutateurs);;SWC3PCAEBS3;FOC1838R2B3;0;AF208408;M-0000677739;0;Puissance nominale et facteur;1.1;;;68.18;0.75;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC20-E27:Slot 35;;;Avant;180 Degree Rotation;Monté(s) en baie;SWC3PCAEBS3;;Cube APC;;;1;0.439;0.762;14.515;;0;798951-135893;123910-97702;
Equipements IT;;;HPC1EL38I;AF208409;Mellanox;SX6036 Rear to Front Cooling;PC;PC20-E27;38;;;Switchs (Commutateurs);;HPC1EL38I;90Y3767YK512000000J;0;AF208409;M-0000687976;0;Puissance nominale et facteur;0.234;;;50;0.117;Monophasé;On;2;2;2;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC20-E27:Slot 38;;;Arrière;Pas de rotation;Monté(s) en baie;HPC1EL38I;;Cube APC;;;1;0.428;0.629;9.299;;0;798951-135902;123910-97702;
Equipements IT;;;HPC1EL41M;AF208410;Cisco System;Catalyst 3560G-48TS;PC;PC20-E27;41;;;Switchs (Commutateurs);;HPC1EL41M;FOC1241W0PA;0;AF208410;M-0000687977;0;Puissance nominale et facteur;0.16;;;50;0.08;Monophasé;On;1;1;1;1;Non défini;Supply A;Non défini;;;;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC20-E27:Slot 41;;;Arrière;Pas de rotation;Monté(s) en baie;HPC1EL41M;;Cube APC;;;1;0.445;0.409;6.4;;0;798951-135910;123910-97702;
Equipements IT;;;HPC1FM01G;AF209722;HP;Proliant DL380 G9 (1400W LFF);PC;PC22-E25;1;;;Serveurs;;HPC1FM01G;CZ3522YXSM;0;AF209722;M-0000698822;0;Puissance nominale et facteur;1.4;;;50;0.7;Monophasé;On;2;2;2;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 01;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM01G;;Cube APC;;;2;0.445;0.73;23.6;;0;798950-135535;123949-97946;
Equipements IT;;;HPC1FM03G;AF209723;HP;Proliant DL380 G9 (1400W LFF);PC;PC22-E25;3;;;Serveurs;;HPC1FM03G;CZ3522YXS8;0;AF209723;M-0000698823;0;Puissance nominale et facteur;1.4;;;50;0.7;Monophasé;On;2;2;2;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 03;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM03G;;Cube APC;;;2;0.445;0.73;23.6;;0;798950-135540;123949-97946;
Equipements IT;;;HPC1FM05G;AF209724;HP;Proliant DL380 G9 (1400W LFF);PC;PC22-E25;5;;;Serveurs;;HPC1FM05G;CZ3522YXSK;0;AF209724;M-0000698824;0;Puissance nominale et facteur;1.4;;;50;0.7;Monophasé;On;2;2;2;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 05;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM05G;;Cube APC;;;2;0.445;0.73;23.6;;0;798950-135545;123949-97946;
Equipements IT;;;HPC1FM07G;AF209725;HP;Proliant DL380 G9 (1400W LFF);PC;PC22-E25;7;;;Serveurs;;HPC1FM07G;CZ3522YX5F;0;AF209725;M-0000698825;0;Puissance nominale et facteur;1.4;;;50;0.7;Monophasé;On;2;2;2;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 07;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM07G;;Cube APC;;;2;0.445;0.73;23.6;;0;798950-135550;123949-97946;
Equipements IT;;;HPC1FM09G;AF209726;HP;Proliant DL380 G9 (1400W LFF);PC;PC22-E25;9;;;Serveurs;;HPC1FM09G;CZ3522YX57;0;AF209726;M-0000698826;0;Puissance nominale et facteur;1.4;;;50;0.7;Monophasé;On;2;2;2;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 09;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM09G;;Cube APC;;;2;0.445;0.73;23.6;;0;798950-135555;123949-97946;
Equipements IT;;;HPC1FM11C;AF209727;HP;ProLiant DL360 G9;PC;PC22-E25;11;;;Serveurs;;HPC1FM11C;CZ3522YY03;0;AF209727;M-0000698871;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 11;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM11C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135560;123949-97946;
Equipements IT;;;HPC1FM12C;AF209728;HP;ProLiant DL360 G9;PC;PC22-E25;12;;;Serveurs;;HPC1FM12C;CZ3522YY0B;0;AF209728;M-0000698872;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 12;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM12C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135564;123949-97946;
Equipements IT;;;HPC1FM13C;AF209729;HP;ProLiant DL360 G9;PC;PC22-E25;13;;;Serveurs;;HPC1FM13C;CZ3522YY1J;0;AF209729;M-0000698873;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 13;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM13C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135568;123949-97946;
Equipements IT;;;HPC1FM14C;AF209730;HP;ProLiant DL360 G9;PC;PC22-E25;14;;;Serveurs;;HPC1FM14C;CZ3522YY1T;0;AF209730;M-0000698874;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 14;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM14C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135572;123949-97946;
Equipements IT;;;HPC1FM15C;AF209731;HP;ProLiant DL360 G9;PC;PC22-E25;15;;;Serveurs;;HPC1FM15C;CZ3522YY1N;0;AF209731;M-0000698875;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 15;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM15C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135576;123949-97946;
Equipements IT;;;HPC1FM16C;AF209732;HP;ProLiant DL360 G9;PC;PC22-E25;16;;;Serveurs;;HPC1FM16C;CZ3522YXYR;0;AF209732;M-0000698876;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 16;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM16C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135580;123949-97946;
Equipements IT;;;HPC1FM17C;AF209733;HP;ProLiant DL360 G9;PC;PC22-E25;17;;;Serveurs;;HPC1FM17C;CZ3522YY1F;0;AF209733;M-0000698877;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 17;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM17C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135584;123949-97946;
Equipements IT;;;HPC1FM18C;AF209734;HP;ProLiant DL360 G9;PC;PC22-E25;18;;;Serveurs;;HPC1FM18C;CZ3522YY17;0;AF209734;M-0000698878;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 18;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM18C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135588;123949-97946;
Equipements IT;;;HPC1FM19C;AF209735;HP;ProLiant DL360 G9;PC;PC22-E25;19;;;Serveurs;;HPC1FM19C;CZ3522YY1D;0;AF209735;M-0000698879;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 19;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM19C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135592;123949-97946;
Equipements IT;;;HPC1FM20C;AF209736;HP;ProLiant DL360 G9;PC;PC22-E25;20;;;Serveurs;;HPC1FM20C;CZ3522YY2F;0;AF209736;M-0000698880;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 20;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM20C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135596;123949-97946;
Equipements IT;;;HPC1FM21C;AF209737;HP;ProLiant DL360 G9;PC;PC22-E25;21;;;Serveurs;;HPC1FM21C;CZ3522YXYY;0;AF209737;M-0000698881;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 21;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM21C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135600;123949-97946;
Equipements IT;;;HPC1FM22C;AF209738;HP;ProLiant DL360 G9;PC;PC22-E25;22;;;Serveurs;;HPC1FM22C;CZ3522YY8B;0;AF209738;M-0000698882;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 22;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM22C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135604;123949-97946;
Equipements IT;;;HPC1FM23C;AF209739;HP;ProLiant DL360 G9;PC;PC22-E25;23;;;Serveurs;;HPC1FM23C;CZ3522YY6W;0;AF209739;M-0000698883;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 23;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM23C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135608;123949-97946;
Equipements IT;;;HPC1FM24C;AF209740;HP;ProLiant DL360 G9;PC;PC22-E25;24;;;Serveurs;;HPC1FM24C;CZ3522YY65;0;AF209740;M-0000698884;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 24;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM24C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135612;123949-97946;
Equipements IT;;;HPC1FM25C;AF209741;HP;ProLiant DL360 G9;PC;PC22-E25;25;;;Serveurs;;HPC1FM25C;CZ3522YXYT;0;AF209741;M-0000698885;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 25;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM25C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135616;123949-97946;
Equipements IT;;;HPC1FM26C;AF209742;HP;ProLiant DL360 G9;PC;PC22-E25;26;;;Serveurs;;HPC1FM26C;CZ3522YY1B;0;AF209742;M-0000698886;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 26;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM26C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135620;123949-97946;
Equipements IT;;;HPC1FM27C;AF209743;HP;ProLiant DL360 G9;PC;PC22-E25;27;;;Serveurs;;HPC1FM27C;CZ3522YY5N;0;AF209743;M-0000698887;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 27;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM27C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135624;123949-97946;
Equipements IT;;;HPC1FM28C;AF209744;HP;ProLiant DL360 G9;PC;PC22-E25;28;;;Serveurs;;HPC1FM28C;CZ3522YY0J;0;AF209744;M-0000698888;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 28;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM28C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135628;123949-97946;
Equipements IT;;;HPC1FM29C;AF209745;HP;ProLiant DL360 G9;PC;PC22-E25;29;;;Serveurs;;HPC1FM29C;CZ3522YY13;0;AF209745;M-0000698889;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 29;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM29C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135632;123949-97946;
Equipements IT;;;HPC1FM30C;AF209746;HP;ProLiant DL360 G9;PC;PC22-E25;30;;;Serveurs;;HPC1FM30C;CZ3522YY0L;0;AF209746;M-0000698890;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 30;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM30C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135636;123949-97946;
Equipements IT;;;HPC1FM31C;AF209747;HP;ProLiant DL360 G9;PC;PC22-E25;31;;;Serveurs;;HPC1FM31C;CZ3522YY0T;0;AF209747;M-0000698891;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 31;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM31C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135640;123949-97946;
Equipements IT;;;HPC1FM32C;AF209748;HP;ProLiant DL360 G9;PC;PC22-E25;32;;;Serveurs;;HPC1FM32C;CZ3522YY71;0;AF209748;M-0000698892;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 32;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM32C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135644;123949-97946;
Equipements IT;;;HPC1FM33C;AF209749;HP;ProLiant DL360 G9;PC;PC22-E25;33;;;Serveurs;;HPC1FM33C;CZ3522YY0R;0;AF209749;M-0000698893;0;Puissance nominale et facteur;0.645;;;50;0.323;Monophasé;On;2;1;2;1;Non défini;Supply A;Non défini;;Non-connecté;Non défini;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 33;;;Avant;Pas de rotation;Monté(s) en baie;HPC1FM33C;;Cube APC;;;1;0.435;0.75;16.78;;0;798950-135648;123949-97946;
Equipements IT;;;HPC1FM36I;AF209750;Mellanox;SX6036 Front to Rear Cooling;PC;PC22-E25;36;;;Switchs (Commutateurs);;HPC1FM36I;IL250607VG;0;AF209750;M-0000706962;0;Puissance nominale et facteur;0.234;;;50;0.117;Monophasé;On;2;2;2;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;PC22-E25:Slot 36;;;Arrière;Pas de rotation;Monté(s) en baie;HPC1FM36I;;Cube APC;;;1;0.428;0.629;9.299;;0;798950-135656;123949-97946;
