1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Audit sur site;Notes;Asset_id to Add;Source d'information Asset_id;
4GB Fibre Channel Point-to-Point Disk Expansion Chassis;Server;EMC;EMC_1999-8;;;;;;P2;AG22:Slot 31;3;Balai Clean;;;P2AG22:Slot 31;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;AG22;31;NULL;NULL;;;;;
R5500;Server;Hp;HPNS1-1;;;;;;P2;AG30:Slot 03;3;Balai P2;P4;AB31:Slot 03;P2AG30:Slot 03;4-Projet AIR22 Datacenter P1P2;Commun;NULL;AG30;3;NULL;NULL;;;;;
Integrity RX2660;Server;HP;HPNS1-AOC2;;;;;AF046719;P2;AG30:Slot 09;2;Balai P2;P4;AB31:Slot 09;P2AG30:Slot 09;4-Projet AIR22 Datacenter P1P2;Commun;NULL;AG30;9;NULL;NULL;;;;;
StorageWorks 4214;Storage;HP;HPNS1-DSK1;;;;;;P2;AG30:Slot 13;3;Balai P2;P4;AB31:Slot 13;P2AG30:Slot 13;4-Projet AIR22 Datacenter P1P2;Commun;NULL;AG30;13;NULL;NULL;;;;;
StorageWorks 4214;Storage;HP;HPNS1-DSK2;;;;;;P2;AG30:Slot 16;3;Balai P2;P4;AB31:Slot 16;P2AG30:Slot 16;4-Projet AIR22 Datacenter P1P2;Commun;NULL;AG30;16;NULL;NULL;;;;;
17in US;Server;HP;HPNS1_CONSOLE;;;;;;P2;AG30:Slot 21;1;Balai P2;P4;AB31:Slot 21;P2AG30:Slot 21;4-Projet AIR22 Datacenter P1P2;Commun;NULL;AG30;21;NULL;NULL;;;;;
Proliant DL320 G6;Server;HP;CONSOLE;;;;;AF046723;P2;AG30:Slot 22;1;Balai P2;P4;AB31:Slot 22;P2AG30:Slot 22;4-Projet AIR22 Datacenter P1P2;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;AG30;22;Identifiable;NULL;console de hpns1aoc / hpns2aoc même rack ssystèeme convergé AG30;;;;
ONE-G100;Server;;G100-1;;;;;;P2;AG30:Slot 27;4;Balai P2;P4;AB31:Slot 27;P2AG30:Slot 27;4-Projet AIR22 Datacenter P1P2;Commun;NULL;AG30;27;NULL;NULL;;;;;
ONE-G100;Server;;G100-2;;;;;;P2;AG30:Slot 31;4;Balai P2;P4;AB31:Slot 31;P2AG30:Slot 31;4-Projet AIR22 Datacenter P1P2;Commun;NULL;AG30;31;NULL;NULL;;;;;
Nexus 2348UPQ Fabric Extender (Rear to Front Airflow);Switch;Cisco ;SWC2P2NI2_Fex101;;;;;RN001325;P2;AG5:Slot 39;1;Balai Stock;;;P2AG5:Slot 39;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;AG5;39;NULL;NULL;;;;;
Nexus 2348UPQ Fabric Extender (Rear to Front Airflow);Switch;Cisco ;SWC2P2NI1_Fex101;;;;;RN001324;P2;AG5:Slot 40;1;Balai Stock;;;P2AG5:Slot 40;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;AG5;40;NULL;NULL;;;;;
DataPower Service Gateway XG45 (Type 7198);Server;IBM;EU-DPW-001D;;;;;RN001275;P2;AG5:Slot 42;1;Balai P2;P4;T09:Slot 38;P2AG5:Slot 42;4-Projet AIR22 Datacenter P1P2;Commun;NULL;AG5;42;NULL;NULL;;;;;
Nexus 2248TP GE Fabric Extender Power Intakes;Switch;Cisco;SWC2P2NI2-111;;;;;;P2;AG6:Slot 39;1;Balai Stock;;;P2AG6:Slot 39;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;AG6;39;NULL;NULL;;;;;
Nexus 2248TP GE Fabric Extender Power Intakes;Switch;Cisco;SWC2P2NI1-111;;;;;;P2;AG6:Slot 40;1;Balai Stock;;;P2AG6:Slot 40;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;AG6;40;NULL;NULL;;;;;
DataPower Service Gateway XG45 (Type 7198);Server;IBM;EU-DPW-001Q;;;;;RN000126;P2;AG7:Slot 14;1;Balai P2;P4;AB26:Slot 27;P2AG7:Slot 14;4-Projet AIR22 Datacenter P1P2;Commun;NULL;AG7;14;NULL;NULL;;;;;
DataPower Service Gateway XG45 (Type 7198);Server;IBM;EU-DPW-001;;;;;RN000734;P2;AG7:Slot 15;1;Balai Stock;;;P2AG7:Slot 15;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;AG7;15;NULL;NULL;;;;;
Power System S822;Server;IBM;AX1004;;;;;RN000033;P2;AG7:Slot 24;;Sc5 Clean;;;P2AG7:Slot 24;5-Clean Projet AIR22 ACN;Commun;NULL;AG7;24;NULL;NULL;;;;;
Power System S822;Server;IBM;SERVER-8284-22A-SN21B531W1;;;;;RN000033;P2;AG7:Slot 28;;Sc5 Clean;;;P2AG7:Slot 28;5-Clean Projet AIR22 ACN;Commun;NULL;AG7;28;NULL;NULL;;;;;
Nexus 2248TP GE Fabric Extender Power Intakes;Switch;Cisco;SWC2P2ND2-111;;;;;;P2;AG7:Slot 39;1;Balai Stock;;;P2AG7:Slot 39;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;AG7;39;NULL;NULL;;;;;
Nexus 2248TP GE Fabric Extender Power Intakes;Switch;Cisco;SWC2P2ND1-111;;;;;;P2;AG7:Slot 40;1;Balai Stock;;;P2AG7:Slot 40;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;AG7;40;NULL;NULL;;;;;
VSP G600;Storage;Hitachi;HDSXXX02;;;;;;P2;AG8:Slot 03;4;Balai Clean;;;P2AG8:Slot 03;5-Clean Projet AIR22 Datacenter P1P2;Commun;Hitashi : No match;AG8;3;Identifiable;NULL;"hds_71046, branchée à ctx104-c22; ctx103-c22 sur le même rack AG08";;;;
DW-F700-DBS.P SFF Drive Box;Storage;Hitachi;HDSXXX03;;;;;;P2;AG8:Slot 07;2;Balai Clean;;;P2AG8:Slot 07;5-Clean Projet AIR22 Datacenter P1P2;Commun;Hitashi : No match;AG8;7;Identifiable;NULL;"hds_71046, branchée à ctx104-c22; ctx103-c22 sur le même rack AG08";;;;
VSP G600;Storage;Hitachi;HDSXXX;;;;;;P2;AG8:Slot 09;4;Balai Clean;;;P2AG8:Slot 09;5-Clean Projet AIR22 Datacenter P1P2;Commun;Hitashi : No match;AG8;9;Identifiable;NULL;"hds_71046, branchée à ctx104-c22; ctx103-c22 sur le même rack AG08";;;;
VSP G600;Storage;Hitachi;HDSXXX01;;;;;;P2;AG8:Slot 13;4;Balai Clean;;;P2AG8:Slot 13;5-Clean Projet AIR22 Datacenter P1P2;Commun;Hitashi : No match;AG8;13;Identifiable;NULL;"hds_71046, branchée à ctx104-c22; ctx103-c22 sur le même rack AG08";;;;
7310-CR3 Rack-mounted HMC;Server;IBM;IBM_HMC;;;;;;P2;AG8:Slot 38;1;Balai P2;P4;AB16:Slot 37;P2AG8:Slot 38;4-Projet AIR22 Datacenter P1P2;Commun;NULL;AG8;38;NULL;NULL;;;;;
Telenex 1U;Server;TELENEX;P21;;;;;;P2;AL28:Slot 41;1;Balai P2;P4;AB21:Slot 41;P2AL28:Slot 41;4-Projet AIR22 Datacenter P1P2;Commun;NULL;AL28;41;NULL;NULL;;;;;
Apollo 4200 24LFF G9;Server;HP;PB171;;;;;RN000250;P2;F12:Slot 01;2;Sc5 Clean;;;P2F12:Slot 01;5-Clean Projet AIR22 ACN;Commun;OK-POSITION:2;F12;1;Identifiable;NULL;PB171 : ok;;;;
Apollo 4200 24LFF G9;Server;HP;PB172;;;;;;P2;F12:Slot 03;2;Balai Clean;;;P2F12:Slot 03;5-Clean Projet AIR22 Datacenter P1P2;Commun;OK-POSITION:2;F12;3;Identifiable;NULL;PB172: ok;;;;
SunFire Array 5300;Storage;HEWLETT-PACKARD;HP238-DSK;;;;;2657942-43-44;P2;F20:Slot 34;;Balai Clean;;;P2F20:Slot 34;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;F20;34;NULL;NULL;;;;;
KeyConnect Patch Panel (1U, 24 Port);Patch Panel;Belden;;;;;;;P2;G25:Slot 38;1;Balai Clean;;;P2G25:Slot 38;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;G25;38;Identifiable;NULL;Patch panel;;;;
KeyConnect Patch Panel (1U, 24 Port);Patch Panel;Belden;;;;;;;P2;G25:Slot 39;1;Balai Clean;;;P2G25:Slot 39;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;G25;39;Identifiable;NULL;Patch panel;;;;
KeyConnect Patch Panel (1U, 24 Port);Patch Panel;Belden;;;;;;;P2;G25:Slot 40;1;Balai Clean;;;P2G25:Slot 40;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;G25;40;Identifiable;NULL;Patch panel;;;;
KeyConnect Patch Panel (1U, 24 Port);Patch Panel;Belden;;;;;;;P2;G25:Slot 41;1;Balai Clean;;;P2G25:Slot 41;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;G25;41;Identifiable;NULL;Patch panel;;;;
Bandeau passif (337 mm);Patch Panel;Pas de nom constructeur;;;;;;;P2;H23:Slot 11;1;Balai Clean;;;P2H23:Slot 11;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H23;11;Identifiable;NULL;Patch panel;;;;
Bandeau passif (337 mm);Patch Panel;Pas de nom constructeur;;;;;;;P2;H23:Slot 13;1;Balai Clean;;;P2H23:Slot 13;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H23;13;Identifiable;NULL;Patch panel;;;;
Bandeau passif (337 mm);Patch Panel;Pas de nom constructeur;;;;;;;P2;H23:Slot 15;1;Balai Clean;;;P2H23:Slot 15;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H23;15;Identifiable;NULL;Patch panel;;;;
Bandeau passif (337 mm);Patch Panel;Pas de nom constructeur;;;;;;;P2;H23:Slot 17;1;Balai Clean;;;P2H23:Slot 17;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H23;17;Identifiable;NULL;Patch panel;;;;
Bandeau passif (337 mm);Patch Panel;Pas de nom constructeur;;;;;;;P2;H23:Slot 19;1;Balai Clean;;;P2H23:Slot 19;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H23;19;Identifiable;NULL;Patch panel;;;;
Bandeau passif (337 mm);Patch Panel;Pas de nom constructeur;;;;;;;P2;H23:Slot 21;1;Balai Clean;;;P2H23:Slot 21;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H23;21;Identifiable;NULL;Patch panel;;;;
Bandeau passif (337 mm);Patch Panel;Pas de nom constructeur;;;;;;;P2;H23:Slot 23;1;Balai Clean;;;P2H23:Slot 23;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H23;23;Identifiable;NULL;Patch panel;;;;
Bandeau passif (337 mm);Patch Panel;Pas de nom constructeur;;;;;;;P2;H23:Slot 25;1;Balai Clean;;;P2H23:Slot 25;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H23;25;Identifiable;NULL;Patch panel;;;;
Bandeau passif (337 mm);Patch Panel;Pas de nom constructeur;;;;;;;P2;H23:Slot 27;1;Balai Clean;;;P2H23:Slot 27;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H23;27;Identifiable;NULL;Patch panel;;;;
Bandeau passif (337 mm);Patch Panel;Pas de nom constructeur;;;;;;;P2;H23:Slot 29;1;Balai Clean;;;P2H23:Slot 29;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H23;29;Identifiable;NULL;Patch panel;;;;
Bandeau passif (337 mm);Patch Panel;Pas de nom constructeur;;;;;;;P2;H23:Slot 31;1;Balai Clean;;;P2H23:Slot 31;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H23;31;Identifiable;NULL;Patch panel;;;;
Bandeau passif (337 mm);Patch Panel;Pas de nom constructeur;;;;;;;P2;H23:Slot 33;1;Balai Clean;;;P2H23:Slot 33;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H23;33;Identifiable;NULL;Patch panel;;;;
Bandeau passif (337 mm);Patch Panel;Pas de nom constructeur;;;;;;;P2;H23:Slot 35;1;Balai Clean;;;P2H23:Slot 35;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H23;35;Identifiable;NULL;Patch panel;;;;
Bandeau passif (337 mm);Patch Panel;Pas de nom constructeur;;;;;;;P2;H23:Slot 37;1;Balai Clean;;;P2H23:Slot 37;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H23;37;Identifiable;NULL;Patch panel;;;;
Bandeau passif (337 mm);Patch Panel;Pas de nom constructeur;;;;;;;P2;H23:Slot 39;1;Balai Clean;;;P2H23:Slot 39;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H23;39;Identifiable;NULL;Patch panel;;;;
WS-X6K-SUP2-MSFC2;Other;Cisco Systems;;;;;;;P2;H25:Slot 04:Module Slot 01;0;Balai Clean;;;P2H25:Slot 04:Module Slot 01;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;H25;1;NULL;NULL;;;;;
WS-X6K-SUP2-MSFC2;Other;Cisco Systems;;;;;;;P2;H25:Slot 04:Module Slot 02;0;Balai Clean;;;P2H25:Slot 04:Module Slot 02;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;H25;2;NULL;NULL;;;;;
WS-X6548-RJ-45;Switch;Cisco Systems;;;;;;;P2;H25:Slot 04:Module Slot 03;0;Balai Clean;;;P2H25:Slot 04:Module Slot 03;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;H25;3;NULL;NULL;;;;;
WS-X6548-RJ-45;Switch;Cisco Systems;;;;;;;P2;H25:Slot 04:Module Slot 05;0;Balai Clean;;;P2H25:Slot 04:Module Slot 05;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;H25;5;NULL;NULL;;;;;
WS-X6548-RJ-45;Switch;Cisco Systems;;;;;;;P2;H25:Slot 04:Module Slot 06;0;Balai Clean;;;P2H25:Slot 04:Module Slot 06;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;H25;6;NULL;NULL;;;;;
WS-X6548-RJ-45;Switch;Cisco Systems;;;;;;;P2;H25:Slot 04:Module Slot 07;0;Balai Clean;;;P2H25:Slot 04:Module Slot 07;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;H25;7;NULL;NULL;;;;;
WS-X6548-RJ-45;Switch;Cisco Systems;;;;;;;P2;H25:Slot 04:Module Slot 08;0;Balai Clean;;;P2H25:Slot 04:Module Slot 08;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;H25;8;NULL;NULL;;;;;
WS-X6548-RJ-45;Switch;Cisco Systems;;;;;;;P2;H25:Slot 04:Module Slot 09;0;Balai Clean;;;P2H25:Slot 04:Module Slot 09;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;H25;9;NULL;NULL;;;;;
WS-X6K-SUP2-MSFC2;Other;Cisco Systems;;;;;;;P2;H25:Slot 20:Module Slot 01;0;Balai Clean;;;P2H25:Slot 20:Module Slot 01;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;H25;1;NULL;NULL;;;;;
WS-X6K-SUP2-MSFC2;Other;Cisco Systems;;;;;;;P2;H25:Slot 20:Module Slot 02;0;Balai Clean;;;P2H25:Slot 20:Module Slot 02;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;H25;2;NULL;NULL;;;;;
WS-X6548-RJ-45;Switch;Cisco Systems;;;;;;;P2;H25:Slot 20:Module Slot 03;0;Balai Clean;;;P2H25:Slot 20:Module Slot 03;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;H25;3;NULL;NULL;;;;;
WS-X6548-RJ-45;Switch;Cisco Systems;;;;;;;P2;H25:Slot 20:Module Slot 05;0;Balai Clean;;;P2H25:Slot 20:Module Slot 05;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;H25;5;NULL;NULL;;;;;
WS-X6548-RJ-45;Switch;Cisco Systems;;;;;;;P2;H25:Slot 20:Module Slot 06;0;Balai Clean;;;P2H25:Slot 20:Module Slot 06;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;H25;6;NULL;NULL;;;;;
WS-X6548-RJ-45;Switch;Cisco Systems;;;;;;;P2;H25:Slot 20:Module Slot 07;0;Balai Clean;;;P2H25:Slot 20:Module Slot 07;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;H25;7;NULL;NULL;;;;;
WS-X6548-RJ-45;Switch;Cisco Systems;;;;;;;P2;H25:Slot 20:Module Slot 08;0;Balai Clean;;;P2H25:Slot 20:Module Slot 08;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;H25;8;NULL;NULL;;;;;
WS-X6548-RJ-45;Switch;Cisco Systems;;;;;;;P2;H25:Slot 20:Module Slot 09;0;Balai Clean;;;P2H25:Slot 20:Module Slot 09;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;H25;9;NULL;NULL;;;;;
LX 4000T;Server;MRV;TCT2P211;;;;;;P2;H25:Slot 36;1;Balai Stock;;;P2H25:Slot 36;5-Clean Projet AIR22 Datacenter P1P2;Commun;NULL;H25;36;NULL;NULL;;;;;
KeyConnect Patch Panel (1U, 24 Port);Patch Panel;Belden;;;;;;;P2;H25:Slot 39;1;Balai Clean;;;P2H25:Slot 39;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H25;39;Identifiable;NULL;Patch panel;;;;
KeyConnect Patch Panel (1U, 24 Port);Patch Panel;Belden;;;;;;;P2;H25:Slot 40;1;Balai Clean;;;P2H25:Slot 40;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H25;40;Identifiable;NULL;Patch panel;;;;
KeyConnect Patch Panel (1U, 24 Port);Patch Panel;Belden;;;;;;;P2;H25:Slot 41;1;Balai Clean;;;P2H25:Slot 41;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;H25;41;Identifiable;NULL;Patch panel;;;;
Power System E980 (9080-M9S) System Control Unit;Server;IBM;Power E980SCU;;;;;;P2;HANA10:Slot 05;2;Move HANA10;P3;H16 (HANA10):Slot 29;P2HANA10:Slot 05;2-Projet AIR22 Renault;Commun;NULL;HANA10;5;NULL;NULL;;;;;
Power System E980 (9080-M9S) System Node;Server;IBM;Power E980EFN1-1;;;;;;P2;HANA10:Slot 07;5;Move HANA10;P3;H16 (HANA10):Slot 33;P2HANA10:Slot 07;2-Projet AIR22 Renault;Commun;NULL;HANA10;7;NULL;NULL;;;;;
Power System E980 (9080-M9S) System Node;Server;IBM;Power E980EFN1-2;;;;;;P2;HANA10:Slot 12;5;Move HANA10;P3;H16 (HANA10):Slot 35;P2HANA10:Slot 12;2-Projet AIR22 Renault;Commun;NULL;HANA10;12;NULL;NULL;;;;;
Power System E980 (9080-M9S) System Node;Server;IBM;Power E980EFN1-3;;;;;;P2;HANA10:Slot 17;5;Move HANA10;P3;H16 (HANA10):Slot 37;P2HANA10:Slot 17;2-Projet AIR22 Renault;Commun;NULL;HANA10;17;NULL;NULL;;;;;
7316-TF4;Other;IBM;HANA10_KVM;;;;;;P2;HANA10:Slot 27;1;Move HANA10;P3;H16 (HANA10):Slot 27;P2HANA10:Slot 27;2-Projet AIR22 Renault;Commun;NULL;HANA10;27;NULL;NULL;;;;;
EMX0 PCIe Gen3 I/O expansion drawer;Server;IBM;Expansion #EMX0;;;;;;P2;HANA10:Slot 29;4;Move HANA10;P3;H16 (HANA10):Slot 29;P2HANA10:Slot 29;2-Projet AIR22 Renault;Commun;NULL;HANA10;29;NULL;NULL;;;;;
Storage V5030;Storage;Lenovo;V5030E_Controller;;;;;;P2;HANA10:Slot 33;2;Move HANA10;P3;H16 (HANA10):Slot 33;P2HANA10:Slot 33;2-Projet AIR22 Renault;Commun;NULL;HANA10;33;NULL;NULL;;;;;
Storage V5030;Storage;Lenovo;V5030E_expansion1;;;;;;P2;HANA10:Slot 35;2;Move HANA10;P3;H16 (HANA10):Slot 35;P2HANA10:Slot 35;2-Projet AIR22 Renault;Commun;NULL;HANA10;35;NULL;NULL;;;;;
Storage V5030;Storage;Lenovo;V5030E_expansion2;;;;;;P2;HANA10:Slot 37;2;Move HANA10;P3;H16 (HANA10):Slot 37;P2HANA10:Slot 37;2-Projet AIR22 Renault;Commun;NULL;HANA10;37;NULL;NULL;;;;;
KeyConnect Patch Panel (1U, 24 Port);Patch Panel;Belden;;;;;;;P2;I23:Slot 05;1;Balai Clean;;;P2I23:Slot 05;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;I23;5;Identifiable;NULL;Patch panel;;;;
KeyConnect Patch Panel (1U, 24 Port);Patch Panel;Belden;;;;;;;P2;I23:Slot 07;1;Balai Clean;;;P2I23:Slot 07;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;I23;7;Identifiable;NULL;Patch panel;;;;
KeyConnect Patch Panel (1U, 24 Port);Patch Panel;Belden;;;;;;;P2;I23:Slot 09;1;Balai Clean;;;P2I23:Slot 09;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;I23;9;Identifiable;NULL;Patch panel;;;;
KeyConnect Patch Panel (1U, 24 Port);Patch Panel;Belden;;;;;;;P2;I23:Slot 11;1;Balai Clean;;;P2I23:Slot 11;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;I23;11;Identifiable;NULL;Patch panel;;;;
KeyConnect Patch Panel (1U, 24 Port);Patch Panel;Belden;;;;;;;P2;I23:Slot 13;1;Balai Clean;;;P2I23:Slot 13;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;I23;13;Identifiable;NULL;Patch panel;;;;
KeyConnect Patch Panel (1U, 24 Port);Patch Panel;Belden;;;;;;;P2;I23:Slot 15;1;Balai Clean;;;P2I23:Slot 15;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;I23;15;Identifiable;NULL;Patch panel;;;;
KeyConnect Patch Panel (1U, 24 Port);Patch Panel;Belden;;;;;;;P2;I23:Slot 17;1;Balai Clean;;;P2I23:Slot 17;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;I23;17;Identifiable;NULL;Patch panel;;;;
KeyConnect Patch Panel (1U, 24 Port);Patch Panel;Belden;;;;;;;P2;I23:Slot 36;1;Balai Clean;;;P2I23:Slot 36;5-Clean Projet AIR22 Datacenter P1P2;Commun;Patch Panel : No action expected;I23;36;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6800-48L (OS6800-48L);Switch;Alcatel-Lucent;;;;;;;P2;J20:Slot 05;1;Balai Clean;;;P2J20:Slot 05;5-Clean Projet AIR22 Datacenter P1P2;Commun;Omniswitch : Not in CMDB - To validate with Serge;J20;5;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6800-48L (OS6800-48L);Switch;Alcatel-Lucent;;;;;;;P2;J20:Slot 06;1;Balai Clean;;;P2J20:Slot 06;5-Clean Projet AIR22 Datacenter P1P2;Commun;Omniswitch : Not in CMDB - To validate with Serge;J20;6;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6800-48L (OS6800-48L);Switch;Alcatel-Lucent;;;;;;;P2;J20:Slot 07;1;Balai Clean;;;P2J20:Slot 07;5-Clean Projet AIR22 Datacenter P1P2;Commun;Omniswitch : Not in CMDB - To validate with Serge;J20;7;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6800-48L (OS6800-48L);Switch;Alcatel-Lucent;;;;;;;P2;J20:Slot 09;1;Balai Clean;;;P2J20:Slot 09;5-Clean Projet AIR22 Datacenter P1P2;Commun;Omniswitch : Not in CMDB - To validate with Serge;J20;9;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6800-48L (OS6800-48L);Switch;Alcatel-Lucent;;;;;;;P2;J20:Slot 11;1;Balai Clean;;;P2J20:Slot 11;5-Clean Projet AIR22 Datacenter P1P2;Commun;Omniswitch : Not in CMDB - To validate with Serge;J20;11;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6800-48L (OS6800-48L);Switch;Alcatel-Lucent;;;;;;;P2;J20:Slot 13;1;Balai Clean;;;P2J20:Slot 13;5-Clean Projet AIR22 Datacenter P1P2;Commun;Omniswitch : Not in CMDB - To validate with Serge;J20;13;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6800-48L (OS6800-48L);Switch;Alcatel-Lucent;;;;;;;P2;J20:Slot 15;1;Balai Clean;;;P2J20:Slot 15;5-Clean Projet AIR22 Datacenter P1P2;Commun;Omniswitch : Not in CMDB - To validate with Serge;J20;15;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6800-48L (OS6800-48L);Switch;Alcatel-Lucent;;;;;;;P2;J20:Slot 17;1;Balai Clean;;;P2J20:Slot 17;5-Clean Projet AIR22 Datacenter P1P2;Commun;Omniswitch : Not in CMDB - To validate with Serge;J20;17;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6800-48L (OS6800-48L);Switch;Alcatel-Lucent;;;;;;;P2;J20:Slot 19;1;Balai Clean;;;P2J20:Slot 19;5-Clean Projet AIR22 Datacenter P1P2;Commun;Omniswitch : Not in CMDB - To validate with Serge;J20;19;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6800-48L (OS6800-48L);Switch;Alcatel-Lucent;;;;;;;P2;J20:Slot 21;1;Balai Clean;;;P2J20:Slot 21;5-Clean Projet AIR22 Datacenter P1P2;Commun;Omniswitch : Not in CMDB - To validate with Serge;J20;21;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6800-48L (OS6800-48L);Switch;Alcatel-Lucent;;;;;;;P2;J20:Slot 23;1;Balai Clean;;;P2J20:Slot 23;5-Clean Projet AIR22 Datacenter P1P2;Commun;Omniswitch : Not in CMDB - To validate with Serge;J20;23;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6800-48L (OS6800-48L);Switch;Alcatel-Lucent;;;;;;;P2;J20:Slot 25;1;Balai Clean;;;P2J20:Slot 25;5-Clean Projet AIR22 Datacenter P1P2;Commun;Omniswitch : Not in CMDB - To validate with Serge;J20;25;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6800-48L (OS6800-48L);Switch;Alcatel-Lucent;;;;;;;P2;J20:Slot 27;1;Balai Clean;;;P2J20:Slot 27;5-Clean Projet AIR22 Datacenter P1P2;Commun;Omniswitch : Not in CMDB - To validate with Serge;J20;27;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6800-48L (OS6800-48L);Switch;Alcatel-Lucent;;;;;;;P2;J20:Slot 29;1;Balai Clean;;;P2J20:Slot 29;5-Clean Projet AIR22 Datacenter P1P2;Commun;Omniswitch : Not in CMDB - To validate with Serge;J20;29;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6800-48L (OS6800-48L);Switch;Alcatel-Lucent;;;;;;;P2;J20:Slot 31;1;Balai Clean;;;P2J20:Slot 31;5-Clean Projet AIR22 Datacenter P1P2;Commun;Omniswitch : Not in CMDB - To validate with Serge;J20;31;Identifiable;NULL;Patch panel;;;;
OmniSwitch 6800-48L (OS6800-48L);Switch;Alcatel-Lucent;;;;;;;P2;J20:Slot 33;1;Balai Clean;;;P2J20:Slot 33;5-Clean Projet AIR22 Datacenter P1P2;Commun;Omniswitch : Not in CMDB - To validate with Serge;J20;33;Identifiable;NULL;Patch panel;;;;
