1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Audit sur site;Notes;Asset_id to Add;Source d'information Asset_id;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 03;;;;;P3Compute2:Slot 03;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;3;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 04;;;;;P3Compute2:Slot 04;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;4;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 05;;;;;P3Compute2:Slot 05;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;5;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 06;;;;;P3Compute2:Slot 06;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;6;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 07;;;;;P3Compute2:Slot 07;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;7;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 08;;;;;P3Compute2:Slot 08;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;8;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 09;;;;;P3Compute2:Slot 09;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;9;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 10;;;;;P3Compute2:Slot 10;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;10;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 11;;;;;P3Compute2:Slot 11;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;11;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 12;;;;;P3Compute2:Slot 12;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;12;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 13;;;;;P3Compute2:Slot 13;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;13;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 14;;;;;P3Compute2:Slot 14;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;14;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 15;;;;;P3Compute2:Slot 15;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;15;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 16;;;;;P3Compute2:Slot 16;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;16;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 17;;;;;P3Compute2:Slot 17;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;17;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 18;;;;;P3Compute2:Slot 18;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;18;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 19;;;;;P3Compute2:Slot 19;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;19;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 20;;;;;P3Compute2:Slot 20;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;20;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I071(01)/I090 (20);;;;
Spectrum SN2100;Switch;Mellanox Technologies;;;;;;;P3;Compute2:Slot 22;;;;;P3Compute2:Slot 22;0-EXISTANT P3/P4;Commun;NULL;Compute2;22;NULL;NULL;;;;;
Spectrum SN2100;Switch;Mellanox Technologies;;;;;;;P3;Compute2:Slot 22;;;;;P3Compute2:Slot 22;0-EXISTANT P3/P4;Commun;NULL;Compute2;22;NULL;NULL;;;;;
AS4610-54T;Switch;Edge-Core;;;;;;;P3;Compute2:Slot 24;;;;;P3Compute2:Slot 24;0-EXISTANT P3/P4;Commun;NULL;Compute2;24;NULL;NULL;;;;;
Patch (48 Ports);Patch Panel;;;;;;;;P3;Compute2:Slot 26;;;;;P3Compute2:Slot 26;0-EXISTANT P3/P4;Commun;Patch Panel : No action expected;Compute2;26;Identifiable;NULL;PAtch panel;;;;
Patch (48 Ports);Patch Panel;;;;;;;;P3;Compute2:Slot 28;;;;;P3Compute2:Slot 28;0-EXISTANT P3/P4;Commun;Patch Panel : No action expected;Compute2;28;Identifiable;NULL;PAtch panel;;;;
Spectrum SN2100;Switch;Mellanox Technologies;;;;;;;P3;Compute2:Slot 30;;;;;P3Compute2:Slot 30;0-EXISTANT P3/P4;Commun;NULL;Compute2;30;NULL;NULL;;;;;
Spectrum SN2100;Switch;Mellanox Technologies;;;;;;;P3;Compute2:Slot 30;;;;;P3Compute2:Slot 30;0-EXISTANT P3/P4;Commun;NULL;Compute2;30;NULL;NULL;;;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 32;;;;;P3Compute2:Slot 32;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;32;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 33;;;;;P3Compute2:Slot 33;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;33;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 34;;;;;P3Compute2:Slot 34;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;34;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 35;;;;;P3Compute2:Slot 35;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;35;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 36;;;;;P3Compute2:Slot 36;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;36;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 37;;;;;P3Compute2:Slot 37;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;37;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 38;;;;;P3Compute2:Slot 38;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;38;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 39;;;;;P3Compute2:Slot 39;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;39;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 40;;;;;P3Compute2:Slot 40;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;40;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 41;;;;;P3Compute2:Slot 41;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;41;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 42;;;;;P3Compute2:Slot 42;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;42;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 43;;;;;P3Compute2:Slot 43;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;43;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 44;;;;;P3Compute2:Slot 44;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;44;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 45;;;;;P3Compute2:Slot 45;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;45;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 46;;;;;P3Compute2:Slot 46;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;46;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 47;;;;;P3Compute2:Slot 47;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;47;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 48;;;;;P3Compute2:Slot 48;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;48;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 49;;;;;P3Compute2:Slot 49;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;49;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 50;;;;;P3Compute2:Slot 50;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;50;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute2:Slot 51;;;;;P3Compute2:Slot 51;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute2;51;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I091(32)/I110 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 01;;;;;P3Compute3:Slot 01;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;1;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 02;;;;;P3Compute3:Slot 02;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;2;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 03;;;;;P3Compute3:Slot 03;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;3;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 04;;;;;P3Compute3:Slot 04;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;4;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 05;;;;;P3Compute3:Slot 05;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;5;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 06;;;;;P3Compute3:Slot 06;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;6;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 07;;;;;P3Compute3:Slot 07;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;7;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 08;;;;;P3Compute3:Slot 08;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;8;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 09;;;;;P3Compute3:Slot 09;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;9;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 10;;;;;P3Compute3:Slot 10;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;10;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 11;;;;;P3Compute3:Slot 11;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;11;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 12;;;;;P3Compute3:Slot 12;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;12;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 13;;;;;P3Compute3:Slot 13;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;13;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 14;;;;;P3Compute3:Slot 14;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;14;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 15;;;;;P3Compute3:Slot 15;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;15;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 16;;;;;P3Compute3:Slot 16;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;16;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 17;;;;;P3Compute3:Slot 17;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;17;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 18;;;;;P3Compute3:Slot 18;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;18;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 19;;;;;P3Compute3:Slot 19;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;19;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 20;;;;;P3Compute3:Slot 20;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;20;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I111(01)/I130 (20);;;;
Spectrum SN2100;Switch;Mellanox Technologies;;;;;;;P3;Compute3:Slot 22;;;;;P3Compute3:Slot 22;0-EXISTANT P3/P4;Commun;NULL;Compute3;22;NULL;NULL;;;;;
Spectrum SN2100;Switch;Mellanox Technologies;;;;;;;P3;Compute3:Slot 22;;;;;P3Compute3:Slot 22;0-EXISTANT P3/P4;Commun;NULL;Compute3;22;NULL;NULL;;;;;
AS4610-54T;Switch;Edge-Core;;;;;;;P3;Compute3:Slot 24;;;;;P3Compute3:Slot 24;0-EXISTANT P3/P4;Commun;NULL;Compute3;24;NULL;NULL;;;;;
Patch (48 Ports);Patch Panel;;;;;;;;P3;Compute3:Slot 26;;;;;P3Compute3:Slot 26;0-EXISTANT P3/P4;Commun;Patch Panel : No action expected;Compute3;26;Identifiable;NULL;PAtch panel;;;;
Patch (48 Ports);Patch Panel;;;;;;;;P3;Compute3:Slot 28;;;;;P3Compute3:Slot 28;0-EXISTANT P3/P4;Commun;Patch Panel : No action expected;Compute3;28;Identifiable;NULL;PAtch panel;;;;
Spectrum SN2100;Switch;Mellanox Technologies;;;;;;;P3;Compute3:Slot 30;;;;;P3Compute3:Slot 30;0-EXISTANT P3/P4;Commun;NULL;Compute3;30;NULL;NULL;;;;;
Spectrum SN2100;Switch;Mellanox Technologies;;;;;;;P3;Compute3:Slot 30;;;;;P3Compute3:Slot 30;0-EXISTANT P3/P4;Commun;NULL;Compute3;30;NULL;NULL;;;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 32;;;;;P3Compute3:Slot 32;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;32;Identifiable;NULL;PASLÀ!!!!;;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 33;;;;;P3Compute3:Slot 33;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;33;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 34;;;;;P3Compute3:Slot 34;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;34;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 35;;;;;P3Compute3:Slot 35;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;35;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 36;;;;;P3Compute3:Slot 36;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;36;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 37;;;;;P3Compute3:Slot 37;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;37;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 38;;;;;P3Compute3:Slot 38;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;38;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 39;;;;;P3Compute3:Slot 39;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;39;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 40;;;;;P3Compute3:Slot 40;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;40;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 41;;;;;P3Compute3:Slot 41;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;41;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 42;;;;;P3Compute3:Slot 42;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;42;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 43;;;;;P3Compute3:Slot 43;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;43;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 44;;;;;P3Compute3:Slot 44;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;44;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 45;;;;;P3Compute3:Slot 45;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;45;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 46;;;;;P3Compute3:Slot 46;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;46;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 47;;;;;P3Compute3:Slot 47;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;47;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 48;;;;;P3Compute3:Slot 48;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;48;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 49;;;;;P3Compute3:Slot 49;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;49;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 50;;;;;P3Compute3:Slot 50;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;50;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
ProLiant DL325 Gen10 Plus;Server;HPE;;;;;;;P3;Compute3:Slot 51;;;;;P3Compute3:Slot 51;0-EXISTANT P3/P4;Commun;SANS MATCH-POSITION : CONTROL SUR SITE;Compute3;51;Identifiable;NULL;H11, PCP, C2BM-ESXIH-I132(33)/I150 (51);;;;
FA-X70;Storage;PureStorage;;;;;;;P3;Data_Rack:Slot 01;;;;;P3Data_Rack:Slot 01;0-EXISTANT P3/P4;Commun;NULL;Data_Rack;1;NULL;NULL;;;;;
FlashArray X Direct Flash Shelf;Storage;Pure Storage;;;;;;;P3;Data_Rack:Slot 04;;;;;P3Data_Rack:Slot 04;0-EXISTANT P3/P4;Commun;NULL;Data_Rack;4;NULL;NULL;;;;;
