Modele;Type;Fabricant;LONG_NAME;SHORT_NAME;SERIAL_NUMBER;ASSET_ID;ASSET_TAG;asset_number;Nom_de_la_salle;Reperage_ID_origin;Reperage_ID;End_Move_Target;STATUS_hpe;salle_Dest;Rack_U_Dest;olivier_index;PROJET_Responsable;A_FAIRE_VALIDER;Valide_O_N;AUTRE_PROPOSITION_ou_CONFIRMER;Termine_Oui_Non;Index_CC;from_source;status_CMDB;status_position_cmdb;status_asset_id;status_position;status_name;status_etat;status_global;status_etat_hpe;status_spec;status_cc;status_cc_2;status_cc_3;CMDB_Servers_Status;CMDB_Servers_Owner;Hauteur_U
3PAR StoreServ 72002 Node Storage Base (QR482A);Serveurs;HP;;0;0;M-0000657175;0;0;P1;HANAP1R1-SW1:Slot 17;C21:Slot 17;Balai Clean;Clean réalisé;;;P1C21:Slot 17;2-Exit P1/P2;Claire Romelot;Oui;Ok validé par Eric T;;P1C21:Slot 17;6SIGMA;KO;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Retired;Trouvé - bon asset id - KO localisation - Mauvais nom - Retired;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
3PAR StoreServ 72002 Node Storage Base (QR482A);Serveurs;HP;;0;0;M-0000657175;0;0;P1;HANAP1R1-SW1:Slot 19;C21:Slot 19;Balai Clean;Clean réalisé;;;P1C21:Slot 19;2-Exit P1/P2;Claire Romelot;Oui;Ok validé par Eric T;;P1C21:Slot 19;6SIGMA;KO;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Retired;Trouvé - bon asset id - KO localisation - Mauvais nom - Retired;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
3PAR StoreServ 72002 Node Storage Base (QR482A);Serveurs;HP;;0;0;M-0000657175;0;0;P1;HANAP1R1-SW1:Slot 21;C21:Slot 21;Balai Clean;Clean réalisé;;;P1C21:Slot 21;2-Exit P1/P2;Claire Romelot;Oui;Ok validé par Eric T;;P1C21:Slot 21;6SIGMA;KO;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Retired;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Retired;Retired;NULL;CHIPRE Retired;;;;;2.0
3PAR StoreServ 72002 Node Storage Base (QR482A);Serveurs;HP;;0;0;M-0000657175;0;0;P1;HANAP1R1-SW1:Slot 23;C21:Slot 23;Balai Clean;Clean réalisé;;;P1C21:Slot 23;2-Exit P1/P2;Claire Romelot;Oui;Ok validé par Eric T;;P1C21:Slot 23;6SIGMA;KO;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Retired;Trouvé - bon asset id - KO localisation - Mauvais nom - Retired;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
Proliant DL320e G8 (LFF);Serveurs;HP;HANA02-PB040;S0645AOS;CZ134903TU;M-0000660263;AF209202;AF209202;P1;HANAP1R1-SW1:Slot 25;C21:Slot 25;Balai Clean;Clean réalisé;;;P1C21:Slot 25;2-Exit P1/P2;Claire Romelot;Oui;Ok validé par Eric T;;P1C21:Slot 25;6SIGMA;KO;KO;Trouvé - bon asset id;KO localisation;nom_court type OLD;Retired;Trouvé - bon asset id - KO localisation - nom_court type OLD - Retired;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;1.0
Proliant DL380p G8 (1200W);Serveurs;HP;HANA02-PB032;S0637AOS;CZ24140DB2;M-0000660261;AF209201;AF209201;P1;HANAP1R1-SW1:Slot 30;C21:Slot 30;Balai Clean;Clean réalisé;;;P1C21:Slot 30;2-Exit P1/P2;Claire Romelot;Oui;Ok validé par Eric T;;P1C21:Slot 30;6SIGMA;KO;KO;Trouvé - bon asset id;KO localisation;nom_court type OLD;Retired;Trouvé - bon asset id - KO localisation - nom_court type OLD - Retired;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
Proliant DL380p G8 (1200W);Serveurs;HP;HANA02-PB030;S0635AOS;CZ24140DB5;M-0000660259;AF209200;AF209200;P1;HANAP1R1-SW1:Slot 32;C21:Slot 32;Balai Clean;Clean réalisé;;;P1C21:Slot 32;2-Exit P1/P2;Claire Romelot;Oui;Ok validé par Eric T;;P1C21:Slot 32;6SIGMA;KO;KO;Trouvé - bon asset id;KO localisation;nom_court type OLD;Retired;Trouvé - bon asset id - KO localisation - nom_court type OLD - Retired;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
Proliant DL380p G8 (1200W);Serveurs;HP;HANA02-PB031;S0636AOS;CZ24140DB6;M-0000662013;AF209199;AF209199;P1;HANAP1R1-SW1:Slot 34;C21:Slot 34;Balai Clean;Clean réalisé;;;P1C21:Slot 34;2-Exit P1/P2;Claire Romelot;Oui;Ok validé par Eric T;;P1C21:Slot 34;6SIGMA;KO;KO;Trouvé - bon asset id;KO localisation;nom_court type OLD;Retired;Trouvé - bon asset id - KO localisation - nom_court type OLD - Retired;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
ASA 5510;Serveurs;Cisco;;0;0;M-0000657175;0;0;P1;HANAP1R1-SW1:Slot 40;C21:Slot 40;Balai Clean;Clean réalisé;;;P1C21:Slot 40;2-Exit P1/P2;?;;;;P1C21:Slot 40;6SIGMA;KO;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Retired;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Retired;Retired;NULL;CHIPRE Retired;;;;;1.0
ASA 5510;Serveurs;Cisco;;0;0;M-0000657175;0;0;P1;HANAP1R1-SW1:Slot 41;C21:Slot 41;Balai Clean;Clean réalisé;;;P1C21:Slot 41;2-Exit P1/P2;?;;;;P1C21:Slot 41;6SIGMA;KO;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Retired;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Retired;Retired;NULL;CHIPRE Retired;;;;;1.0
SunFire V210;Serveurs;Sun;EMBAR1;EMBAR1;TF34931703;M-1000036002;2657268;2657268;P1;D12:Slot 37;D12:Slot 37;Balai Clean;Clean réalisé;;;P1D12:Slot 37;2-Exit P1/P2;Denis Husson;Oui;Ok validé par Eric T;;P1D12:Slot 37;6SIGMA;KO;KO;Trouvé - bon asset id;KO localisation;nom_court type OLD;Retired;Trouvé - bon asset id - KO localisation - nom_court type OLD - Retired;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;1.0
IP 1260;Serveurs;Nokia;GASTRO1;GASTRO1;45313000180;M-0000503025;2657512;2657512;P1;D33:Slot 31;D33:Slot 31;Sc4 P2P RN Move;6sigma Hpe;P3;T26:Slot 15;P1D33:Slot 31;1-Projet ACN + RNT;Eric Tormos;Non;P3_RN_DMZ_TYPE3_RJ45_Patch_Rack_T26 Slot 15-16;;P1D33:Slot 31;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;2.0
SunFire V240;Serveurs;Sun;SU449;BETTY3;TN60911135;M-0000201898;2885008;2885008;P1;E08:Slot 34;E08:Slot 34;Sc5 Clean;Clean réalisé;;;P1E08:Slot 34;1-Projet ACN + RNT;Eric Tormos;Oui;;;P1E08:Slot 34;6SIGMA;KO;KO;Trouvé - bon asset id;KO localisation;nom_court type OLD;Retired;Trouvé - bon asset id - KO localisation - nom_court type OLD - Retired;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
Netra t 1125 server;Serveurs;Sun Microsystems;XENIA2;LUNA1;011M33CE;M-1000036218;2657490;2657490;P1;E24:Slot 31;E24:Slot 31;Sc4 P2P RN Move;6sigma Hpe;P3;AE24:Slot 11;P1E24:Slot 31;1-Projet ACN + RNT;Eric Tormos;Oui;P3_RN_DMZ_TYPE3_RJ45_Patch_Rack_AE24 Slot 11-18;;P1E24:Slot 31;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;OK nom_court;Installed;Trouvé - bon asset id - KO localisation - OK nom_court - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;4.0
StorEdge D1000;Stockage;Sun;LUNA1;LUNA1-S125;038M2535;M-0000298205;2657489;2657489;P1;E24:Slot 35;E24:Slot 35;Balai P1;6sigma Hpe;P3;W18:Slot 29;P1E24:Slot 35;2-Exit P1/P2;Fabrice Guermeur;;;;P1E24:Slot 35;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;4.0
SunFire V890;Serveurs;Sun;SU418;SU418AOS;0438AN014D;M-1000036892;2661605;2661605;P1;F08:Slot 01;F08:Slot 01;Sc5 Clean;6sigma Hpe;;;P1F08:Slot 01;1-Projet ACN + RNT;Eric Tormos;Oui;;;P1F08:Slot 01;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;16.0
SunFire 280R;Serveurs;Sun;IO2;IO2;245Z0353;M-1000036179;2657486;2657486;P1;F24:Slot 16;F24:Slot 16;Sc4 P2P RN Move;6sigma Hpe;P3;AE30:Slot 06;P1F24:Slot 16;1-Projet ACN + RNT;Eric Tormos;Oui;P3_RN_INTRA_TYPE1_RJ45_Patch_Rack_AE30 Slot 6-9;;P1F24:Slot 16;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;4.0
SunFire V440;Serveurs;Sun;PLEISTOCENE1;PLEISTOCENE1;0434AL184C;M-1000036444;2657485;2657485;P1;F24:Slot 20;F24:Slot 20;Sc4 P2P RN Move;6sigma Hpe;P3;T27:Slot 21;P1F24:Slot 20;1-Projet ACN + RNT;Eric Tormos;Oui;P3_RN_DMZ_TYPE3_RJ45_Patch_Rack_T27 Slot 21-26;;P1F24:Slot 20;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;4.0
StorEdge 3510 FC Array;Stockage;Sun;PLEISTOCENE1-S123;0;0;M-0000298200;0;0;P1;F24:Slot 24;F24:Slot 24;Balai P1;6sigma Hpe;P3;T27:Slot 32;P1F24:Slot 24;2-Exit P1/P2;Fabrice Guermeur;;;;P1F24:Slot 24;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Installed;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Installed;Installed;NULL;CHIPRE Installed;;;;;2.0
Netra T1 105;Serveurs;Sun;BETTY;BETTY;052A0738;M-1000035633;2657482;2657482;P1;F24:Slot 37;F24:Slot 37;Sc5 Clean;6sigma Hpe;;;P1F24:Slot 37;1-Projet ACN + RNT;Eric Tormos;Non;CLEAN : ?;;P1F24:Slot 37;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;1.0
SunFire V880;Serveurs;Sun;SU213;SU213AOS;150Q005B;M-1000036739;2657228;2657228;P1;L12:Slot 01;L12:Slot 01;Sc1 P2P ACN Move;6sigma Hpe;P3;G19:Slot 01;P1L12:Slot 01;1-Projet ACN + RNT;Eric Tormos;Oui;P3_ACN_SUN_Rack_G19 Slot 1-16;;P1L12:Slot 01;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;16.0
SunFire T2000;Serveurs;Sun Microsystems;SELIDOR6;SELIDOR6;0710NNN0E9;M-0000225177;2886185;2886185;P1;V11:Slot 17;V11:Slot 17;Sc1 P2P ACN Move;6sigma Hpe;P3;G19:Slot 17;P1V11:Slot 17;1-Projet ACN + RNT;Eric Tormos;Non;P3_ACN_SUN_Rack_G19 Slot 17-18;;P1V11:Slot 17;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;2.0
2U Server: name plate 0200W 120cfm/kW;Serveurs;McAfee;GASTRO2;GASTRO2;45313000175;M-0000503027;2658034;2658034;P1;G08:Slot 36;G08:Slot 36;Sc4 P2P RN Move;6sigma Hpe;P3;AE23:Slot 09;P1G08:Slot 36;1-Projet ACN + RNT;Eric Tormos;Non;P3_RN_DMZ_TYPE3_RJ45_Patch_Rack_J08 Slot 9-10;;P1G08:Slot 36;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;2.0
Proxy SG8100;Serveurs;Blue Coat;COSMOS4;COSMOS4;4706112235;M-0000293994;2885532;2885532;P1;G12:Slot 14;G12:Slot 14;Balai Clean;6sigma Hpe;;;P1G12:Slot 14;2-Exit P1/P2;Cecile Pialot;Oui;Ok validé par Eric T;;P1G12:Slot 14;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;4.0
Virtual Storage Platform DKC F710L-DECO;Serveurs;Hitachi;;0;0;M-0000667023;0;0;P1;VSP-C2-G1000:Slot 01;G22:Slot 01;Mainframe;6sigma Hpe;P4;AE28 (VSP-C2-G1000):Slot 01;P1G22:Slot 01;3-Exit P1/P2MF;Bernard Dieticheim;;;;P1G22:Slot 01;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;13.0
SunFire V880;Serveurs;Sun;SELIDOR1;SELIDOR1;229Q0058;M-1000036594;2657023;2657023;P1;J08:Slot 17;J08:Slot 17;Sc1 P2P ACN Move;6sigma Hpe;P3;G23:Slot 01;P1J08:Slot 17;1-Projet ACN + RNT;Eric Tormos;Oui;P3_ACN_SUN_Rack_G23 Slot 1-16;;P1J08:Slot 17;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;16.0
Enterprise 450;Serveurs;Sun;ENXRELAY;ENXRELAY;915M2048;M-1000036009;2657341;2657341;P1;H08:Slot 02;H08:Slot 02;Sc4 P2P RN Move;6sigma Hpe;P3;T26:Slot 01;P1H08:Slot 02;1-Projet ACN + RNT;Eric Tormos;Non;P3_RN_DMZ_TYPE3_RJ45_Patch_Rack_T26 Slot 1-14;;P1H08:Slot 02;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;13.071
SunFire V490;Serveurs;Sun;SU414;SU414ARS;0525AN00BD;M-1000036888;2657050;2657050;P1;R07:Slot 05;R07:Slot 05;Sc1 P2P ACN Move;6sigma Hpe;P3;G23:Slot 26;P1R07:Slot 05;1-Projet ACN + RNT;Eric Tormos;Oui;P3_ACN_SUN_Rack_G23 Slot 26-30;;P1R07:Slot 05;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;5.0
StorEdge 3510 FC Array;Stockage;Sun;KALESSIN1-DSK1;0;0;M-0000311515;0;0;P1;H08:Slot 32;H08:Slot 32;Balai P1;6sigma Hpe;P3;J27 (K30):Slot 29;P1H08:Slot 32;2-Exit P1/P2;Fabrice Guermeur;;;;P1H08:Slot 32;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Installed;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Installed;Installed;NULL;CHIPRE Installed;;;;;2.0
Proxy SG8100;Serveurs;Blue Coat;COSMOS3;COSMOS3;3709117013;M-0000293993;AF046124;AF046124;P1;H12:Slot 15;H12:Slot 15;Balai Clean;6sigma Hpe;;;P1H12:Slot 15;2-Exit P1/P2;Cecile Pialot;Oui;Ok validé par Eric T;;P1H12:Slot 15;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;4.0
Virtual Storage Platform DKC F710L-DECO;Serveurs;Hitachi;;0;0;M-0000667023;0;0;P1;VSP-C2-G1000-1:Slot 01;H22:Slot 01;Mainframe;6sigma Hpe;P4;AE29 (VSP-C2-G1000-1):Slot 01;P1H22:Slot 01;3-Exit P1/P2MF;Bernard Dieticheim;;;;P1H22:Slot 01;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;13.0
Virtual Storage Platform DKC F710L-DECO;Serveurs;Hitachi;;0;0;M-0000667023;0;0;P1;VSP-C2-G1000-1:Slot 15;H22:Slot 15;Mainframe;6sigma Hpe;P4;AE29 (VSP-C2-G1000-1):Slot 15;P1H22:Slot 15;3-Exit P1/P2MF;Bernard Dieticheim;;;;P1H22:Slot 15;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;13.0
Proliant DL580 G8;Serveurs;HP;HANA05-PB087;S0890AOS;CZJ44000H4;M-0000694626;AF209470;AF209470;P1;SAPHANA-RE7:Slot 01;H24:Slot 01;Balai Clean;Clean réalisé;;;P1H24:Slot 01;2-Exit P1/P2;Claire Romelot;Oui;Ok validé par Eric T;;P1H24:Slot 01;6SIGMA;KO;KO;Trouvé - bon asset id;KO localisation;nom_court type OLD;Retired;Trouvé - bon asset id - KO localisation - nom_court type OLD - Retired;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;4.0
Proliant DL580 G8;Serveurs;HP;HANA05-PB088;S0891AOS;CZJ44000H8;M-0000694625;AF209469;AF209469;P1;SAPHANA-RE7:Slot 05;H24:Slot 05;Balai Clean;Clean réalisé;;;P1H24:Slot 05;2-Exit P1/P2;Claire Romelot;Oui;Ok validé par Eric T;;P1H24:Slot 05;6SIGMA;KO;KO;Trouvé - bon asset id;KO localisation;nom_court type OLD;Retired;Trouvé - bon asset id - KO localisation - nom_court type OLD - Retired;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;4.0
3PAR StoreServ 72002 Node Storage Base (QR482A);Serveurs;HP;;0;0;M-0000694562;0;0;P1;SAPHANA-RE7:Slot 17;H24:Slot 17;Balai Stock;Clean réalisé;;;P1H24:Slot 17;2-Exit P1/P2;Claire Romelot;;;;P1H24:Slot 17;6SIGMA;KO;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Retired;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Retired;Retired;NULL;CHIPRE Retired;;;;;2.0
3PAR StoreServ 72002 Node Storage Base (QR482A);Serveurs;HP;;0;0;M-0000694562;0;0;P1;SAPHANA-RE7:Slot 19;H24:Slot 19;Balai Stock;Clean réalisé;;;P1H24:Slot 19;2-Exit P1/P2;Claire Romelot;;;;P1H24:Slot 19;6SIGMA;KO;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Retired;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Retired;Retired;NULL;CHIPRE Retired;;;;;2.0
3PAR StoreServ 72002 Node Storage Base (QR482A);Serveurs;HP;;0;0;M-0000694562;0;0;P1;SAPHANA-RE7:Slot 21;H24:Slot 21;Balai Stock;Clean réalisé;;;P1H24:Slot 21;2-Exit P1/P2;Claire Romelot;;;;P1H24:Slot 21;6SIGMA;KO;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Retired;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Retired;Retired;NULL;CHIPRE Retired;;;;;2.0
3PAR StoreServ 72002 Node Storage Base (QR482A);Serveurs;HP;;0;0;M-0000694562;0;0;P1;SAPHANA-RE7:Slot 23;H24:Slot 23;Balai Stock;Clean réalisé;;;P1H24:Slot 23;2-Exit P1/P2;Claire Romelot;;;;P1H24:Slot 23;6SIGMA;KO;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Retired;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Retired;Retired;NULL;CHIPRE Retired;;;;;2.0
Proliant DL320e G8 (LFF);Serveurs;HP;HANA02-PB005;0;0;M-0000694562;0;0;P1;SAPHANA-RE7:Slot 25;H24:Slot 25;Balai Clean;Clean réalisé;;;P1H24:Slot 25;2-Exit P1/P2;Claire Romelot;Oui;Ok validé par Eric T;;P1H24:Slot 25;6SIGMA;KO;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Retired;Trouvé - bon asset id - KO localisation - Mauvais nom - Retired;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;1.0
Proliant DL380p G8 (1200W);Serveurs;HP;HANA02-PB006;0;0;M-0000694562;0;0;P1;SAPHANA-RE7:Slot 30;H24:Slot 30;Balai Clean;Clean réalisé;;;P1H24:Slot 30;2-Exit P1/P2;Claire Romelot;Oui;Ok validé par Eric T;;P1H24:Slot 30;6SIGMA;KO;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Retired;Trouvé - bon asset id - KO localisation - Mauvais nom - Retired;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
Proliant DL380p G8 (1200W);Serveurs;HP;HANA02-PB007;0;0;M-0000694562;0;0;P1;SAPHANA-RE7:Slot 32;H24:Slot 32;Balai Clean;Clean réalisé;;;P1H24:Slot 32;2-Exit P1/P2;Claire Romelot;Oui;Ok validé par Eric T;;P1H24:Slot 32;6SIGMA;KO;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Retired;Trouvé - bon asset id - KO localisation - Mauvais nom - Retired;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
Proliant DL380p G8 (1200W);Serveurs;HP;HANA02-PB008;0;0;M-0000694562;0;0;P1;SAPHANA-RE7:Slot 34;H24:Slot 34;Balai Clean;Clean réalisé;;;P1H24:Slot 34;2-Exit P1/P2;Claire Romelot;Oui;Ok validé par Eric T;;P1H24:Slot 34;6SIGMA;KO;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Retired;Trouvé - bon asset id - KO localisation - Mauvais nom - Retired;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
ASA 5510;Serveurs;Cisco;;0;0;M-0000694562;0;0;P1;SAPHANA-RE7:Slot 40;H24:Slot 40;Balai Stock;Clean réalisé;;;P1H24:Slot 40;2-Exit P1/P2;Claire Romelot;;;;P1H24:Slot 40;6SIGMA;KO;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Retired;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Retired;Retired;NULL;CHIPRE Retired;;;;;1.0
ASA 5510;Serveurs;Cisco;;0;0;M-0000694562;0;0;P1;SAPHANA-RE7:Slot 41;H24:Slot 41;Balai Stock;Clean réalisé;;;P1H24:Slot 41;2-Exit P1/P2;Claire Romelot;;;;P1H24:Slot 41;6SIGMA;KO;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Retired;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Retired;Retired;NULL;CHIPRE Retired;;;;;1.0
SunFire V490;Serveurs;Sun;SU416;SU416ARS;0520AN0110;M-1000036890;2661608;2661608;P1;Q11:Slot 01;Q11:Slot 01;Sc1 P2P ACN Move;6sigma Hpe;P3;G23:Slot 31;P1Q11:Slot 01;1-Projet ACN + RNT;Eric Tormos;Non;P4_RN_INTRA_TYPE1_RJ45_Patch_Rack_GGG;;P1Q11:Slot 01;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;5.0
SunFire V120;Serveurs;Sun;BETTY2;BETTY2;TF32720781;M-1000035634;2657252;2657252;P1;I12:Slot 21;I12:Slot 21;Sc5 Clean;6sigma Hpe;;;P1I12:Slot 21;1-Projet ACN + RNT;Eric Tormos;Oui;;;P1I12:Slot 21;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;1.0
Enterprise 450;Serveurs;Sun;PLEISTOCENE2;PLEISTOCENE2;932M28B7;M-1000036445;2657759;2657759;P1;I33:Slot 01;I33:Slot 01;Sc4 P2P RN Move;6sigma Hpe;P4;AB20:Slot 01;P1I33:Slot 01;1-Projet ACN + RNT;Eric Tormos;Oui;P4_RN_DMZ_TYPE3_RJ45_Patch_Rack_AB20 Slot 1-14;;P1I33:Slot 01;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;13.071
Enterprise 450;Serveurs;Sun;SU292;SU292ADS;051M2013;M-1000036807;2657522;2657522;P1;G33:Slot 15;G33:Slot 15;Sc1 P2P ACN Move;6sigma Hpe;P3;G27 (H30):Slot 01;P1G33:Slot 15;1-Projet ACN + RNT;Eric Tormos;Non;P4_RN_INTRA_TYPE1_RJ45_Patch_Rack_GGG;;P1G33:Slot 15;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;13.071
SPARC Enterprise T5220;Serveurs;Sun;SU593;SU593;BCL092700C;M-0000322915;AF047868;AF047868;P1;R32:Slot 36;R32:Slot 36;Sc1 P2P ACN Move;6sigma Hpe;P3;G27 (H30):Slot 17;P1R32:Slot 36;1-Projet ACN + RNT;Eric Tormos;Non;P3_ACN_SUN_Rack_G27 Slot 12-13;;P1R32:Slot 36;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;2.0
Server: name plate 0800W/U 120cfm/kW;Serveurs;Generic;;0;0;M-0000667887;0;0;P1;HDS53394:Slot 02;L24:Slot 02;Balai Clean;6sigma Hpe;;;P1L24:Slot 02;2-Exit P1/P2;Fabrice Guermeur;;;;P1L24:Slot 02;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;3.0
